"","words","term.freq","doc.freq"
"12051","moxey",1,1
"12052","menzie's",1,1
"12053","harmonious",1,1
"12054","moxey.qualifications",1,1
"12055","elders.â",1,1
"12056","cupar",2,2
"12057","walter",3,2
"12058","malcolm",6,3
"12059","factor",2,2
"12060","mugdrum",1,1
"12061","heritor",1,1
"12062","newburgh",1,1
"12063","protest",1,1
"12064","domicile",1,1
"12065","officiating",1,1
"12066","protesters",1,1
"12067","allowing",1,1
"12068","elders",1,1
"12069","vacate",1,1
"12070","intimation",1,1
"12071","m'gill",1,1
"12072","elders-elect",1,1
"12073","amusing",2,2
"12074","leven's",1,1
"12075","devotion",1,1
"12076","clerical",3,2
"12077","candour",1,1
"12078","respect.the",1,1
"12079","andrews",1,1
"12080","divinity",1,1
"12081","paxton",2,1
"12082","bestowing",2,2
"12083","ministrations",1,1
"12084","church-going",1,1
"12085","glowing",2,2
"12086","eloquence",2,2
"12087","pious",1,1
"12088","characterised",1,1
"12089","impressive",1,1
"12090","teachers",1,1
"12091","theology",1,1
"12092","synod",2,1
"12093","scriptures",1,1
"12094","unwearied",1,1
"12095","research",1,1
"12096","usages",9,9
"12097","ancients",1,1
"12098","illustrations",1,1
"12099","scriptureâ",1,1
"12100","investigations",1,1
"12101","lucid",1,1
"12102","composition",1,1
"12103","paxton's",1,1
"12104","tennant.public",1,1
"12105","dick.â",1,1
"12106","veterinary",3,1
"12107","surgeons",1,1
"12108","dick",4,2
"12109","lambert",1,1
"12110","croupier",3,2
"12111","stewards",3,1
"12112","pyper",1,1
"12113","craigs",1,1
"12114","laing",1,1
"12115","dunkenny",1,1
"12116","wordsworth",1,1
"12117","w.s",1,1
"12118","rennie",1,1
"12119","esq.â",1,1
"12120","lizars",1,1
"12121","drs",2,2
"12122","spittal",1,1
"12123","knox",1,1
"12124","aitken",1,1
"12125","murdoch",1,1
"12126","coldoch",1,1
"12127","blackwood",1,1
"12128","oggs",1,1
"12129","toasts",5,2
"12130","toast",2,2
"12131","patrons",1,1
"12132","conviviality",1,1
"12133","hour.royal",1,1
"12134","infirmaryâ",1,1
"12135","deducting",1,1
"12136","extertions",1,1
"12137","indigence",1,1
"12138","singapore",1,1
"12139","mangles",1,1
"12140","torres",2,1
"12141","murray's",1,1
"12142","long-missing",1,1
"12143","eaton",2,1
"12144","ironworks",1,1
"12145","novo",1,1
"12146","jobbed",1,1
"12147","correspondent.)our",1,1
"12148","indifferently",2,2
"12149","improvementit",1,1
"12150","mismanaged",1,1
"12151","trusts",2,2
"12152","temptation",1,1
"12153","ave",1,1
"12154","advertisements",1,1
"12155","makers",1,1
"12156","sweepings",1,1
"12157","crammed",1,1
"12158","jobbing",2,1
"12159","happen",9,9
"12160","shipowners",1,1
"12161","overcomes",1,1
"12162","obstructs",1,1
"12163","attainment",1,1
"12164","ailment",1,1
"12165","rulrs",1,1
"12166","thwarted",1,1
"12167","harpies",1,1
"12168","leeches",1,1
"12169","devour",1,1
"12170","suck",1,1
"12171","platter",1,1
"12172","sharpen",1,1
"12173","it.as",1,1
"12174","detailing",1,1
"12175","shuttlecock",1,1
"12176","battledore",1,1
"12177","office.if",1,1
"12178","inhuman",3,3
"12179","placard",1,1
"12180","postmasters",0,0
"12181","post-offices",1,1
"12182","circulate",1,1
"12183","irrevocable",1,1
"12184","prostitution",1,1
"12185","calss",1,1
"12186","old.mr",1,1
"12187","wakley",1,1
"12188","notions",1,1
"12189","paragraphs",1,1
"12190","youn",1,1
"12191","authorityâ",1,1
"12192","dates",1,1
"12193","meployment",1,1
"12194","int",1,1
"12195","reserve.mr",1,1
"12196","lushington",1,1
"12197","proceedigs",1,1
"12198","gration",1,1
"12199","mainted",1,1
"12200","posible",1,1
"12201","committeeâ",1,1
"12202","sin",1,1
"12203","sendng",1,1
"12204","coloniesâ",1,1
"12205","duping",1,1
"12206","unprotected",2,2
"12207","relied",1,1
"12208","ments",2,2
"12209","documents.the",1,1
"12210","trade.the",1,1
"12211","averages",2,1
"12212","progress.the",1,1
"12213","bays",1,1
"12214","combining",1,1
"12215","growers",1,1
"12216","land.s",1,1
"12217","australiangood",1,1
"12218","grease",1,1
"12219","frist",1,1
"12220","realised",1,1
"12221","woo's.huddersfield",1,1
"12222","tuesday.â",1,1
"12223","good.bradford",1,1
"12224","unabated",1,1
"12225","staplers",1,1
"12226","sales.rochdale",1,1
"12227","rochdale",1,1
"12228","considerale",1,1
"12229","extent.york",1,1
"12230","attendance",1,1
"12231","week's",1,1
"12232","hog",3,2
"12233","ewe",2,1
"12234","cots",2,1
"12235","adverting",2,2
"12236","imparted",10,10
"12237","collectively",2,2
"12238","individually",3,3
"12239","conscientiously",2,2
"12240","ecourage",1,1
"12241","furher",1,1
"12242","uprotected",1,1
"12243","realtives",1,1
"12244","australiaâ",2,2
"12245","adelaide",3,3
"12246","renwick",1,1
"12247","couples",1,1
"12248","bachelors",1,1
"12249","spinsters",1,1
"12250","maturer",1,1
"12251","australiawe",1,1
"12252","spencer's",3,1
"12253","kangaroo",1,1
"12254","longitude",5,3
"12255","preferably",1,1
"12256","surveying",1,1
"12257","distinctive",1,1
"12258","positively",3,3
"12259","quasi",1,1
"12260","australasia",2,2
"12261","monopolised",1,1
"12262","termed",2,2
"12263","ridiculous",1,1
"12264","nationa",1,1
"12265","diemen-lander",1,1
"12266","south-wales-ian",1,1
"12267","river-ite",1,1
"12268","king-george's",1,1
"12269","soundian",1,1
"12270","holland.â",2,2
"12271","despatched",3,3
"12272","geographical",2,2
"12273","sumâ",1,1
"12274","adults",1,1
"12275","clergyman",5,3
"12276","givenâ",1,1
"12277","mid-lothian",1,1
"12278","skye",4,3
"12279","acommodate",1,1
"12280","emigrants.â",1,1
"12281","midlothian",2,1
"12282","believw",1,1
"12283","appropriated",2,2
"12284","farm-servants",1,1
"12285","shepherds",2,2
"12286","multiplying",1,1
"12287","philip",6,5
"12288","zone",2,1
"12289","latitudes",1,1
"12290","torried",1,1
"12291","ago.though",1,1
"12292","unpromising",1,1
"12293","margin",1,1
"12294","capabale",1,1
"12295","mil",1,1
"12296","lions",1,1
"12297","contributing",1,1
"12298","hemisphere",4,4
"12299","correspondences",1,1
"12300","transferring",1,1
"12301","subjest",1,1
"12302","inference",1,1
"12303","improvident",1,1
"12304","duced",1,1
"12305","deteriorated",1,1
"12306","fraction",1,1
"12307","ninety-two",1,1
"12308","station.in",1,1
"12309","fluctua",1,1
"12310","addingthe",1,1
"12311","discrepancy",1,1
"12312","agent-general",2,1
"12313","comprehends",1,1
"12314","returned.the",1,1
"12315","years.annual",1,1
"12316","net",1,1
"12317","commerce.the",1,1
"12318","increment",1,1
"12319","independently",1,1
"12320","mortals",1,1
"12321","railroads",1,1
"12322","alleganies",1,1
"12323","absorb",1,1
"12324","finger",1,1
"12325","inventions",1,1
"12326","annihilate",1,1
"12327","juxtaposition",1,1
"12328","overpeopled.from",1,1
"12329","almanac",1,1
"12330","texas",1,1
"12331","celeris",1,1
"12332","paribus",1,1
"12333","sardinia",1,1
"12334","naples",1,1
"12335","papal",1,1
"12336","sends",2,1
"12337","nuisance",1,1
"12338","buchanan's",4,3
"12339","key",2,2
"12340","aldermen",1,1
"12341","almshouses",2,1
"12342","aliens",1,1
"12343","says:â",1,1
"12344","crowds",1,1
"12345","clustering",1,1
"12346","unaccustomed",1,1
"12347","rainment",1,1
"12348","souther",2,2
"12349","packet-ship",1,1
"12350","orleana",1,1
"12351","amount.general",1,1
"12352","flinter.â",1,1
"12353","flinter",2,1
"12354","suicide",1,1
"12355","government.â",1,1
"12356","jects.â",1,1
"12357","refers",1,1
"12358","arrests",1,1
"12359","accuses",1,1
"12360","stimulating",2,2
"12361","revolt",2,2
"12362","conciliate",1,1
"12363","separatists",1,1
"12364","pomerania",1,1
"12365","assemblyon",1,1
"12366","tolbooth",1,1
"12367","churchâ",1,1
"12368","moderator",6,1
"12369","chair.the",1,1
"12370","recalled",1,1
"12371","glenelg",4,1
"12372","disavowing",1,1
"12373","blaming",1,1
"12374","satisfaction.the",1,1
"12375","approving",1,1
"12376","laymen",1,1
"12377","discontinued",1,1
"12378","ecclesiastical",2,1
"12379","defied",1,1
"12380","authority.on",1,1
"12381","re-appoint",1,1
"12382","country.case",1,1
"12383","isles.â",1,1
"12384","lobby",1,1
"12385","sederunt",2,1
"12386","gardner",1,1
"12387","toâ",1,1
"12388","hearsay",1,1
"12389","inadmissable",1,1
"12390","vestibule",1,1
"12391","attempting",3,3
"12392","ministry",1,1
"12393","deposition",1,1
"12394","vacant.â",1,1
"12395","deposition.case",1,1
"12396","lethendy.â",1,1
"12397","procurator",1,1
"12398","presentee",3,2
"12399","lethendy",1,1
"12400","dunkeld",4,2
"12401","kessen",1,1
"12402","inducted",1,1
"12403","interdicts",1,1
"12404","authorize",1,1
"12405","itself.mr",1,1
"12406","commendation",1,1
"12407","procurator's",1,1
"12408","practically",1,1
"12409","rightful",1,1
"12410","church.dr",1,1
"12411","bryce",2,1
"12412","unprepared",1,1
"12413","concur",1,1
"12414","bridges",4,1
"12415","bidding",1,1
"12416","trampling",1,1
"12417","punishment.â",1,1
"12418","dunkeld.mr",1,1
"12419","makgill",1,1
"12420","bishops",1,1
"12421","emphatically",1,1
"12422","upholding",1,1
"12423","share.mr",1,1
"12424","waive",1,1
"12425","intimating",1,1
"12426","incompetent",1,1
"12427","inexpedient",1,1
"12428","resolution.commemoration",1,1
"12429","centenary",2,1
"12430","glasgow.â",2,2
"12431","founder",1,1
"12432","liverties",1,1
"12433","thanksgiving",1,1
"12434","almighty",1,1
"12435","zion.at",1,1
"12436","devotional",1,1
"12437","exercises",1,1
"12438","lee",2,2
"12439","succession.the",1,1
"12440","ship.â",1,1
"12441","fejees",1,1
"12442","groups",3,3
"12443","wyndham",1,1
"12444","egremont.â",1,1
"12445","zealand.â",3,3
"12446","tory",1,1
"12447","dejeuner",1,1
"12448","petre",2,2
"12449","daryanthus",1,1
"12450","excelsaâ",1,1
"12451","hothouses",1,1
"12452","collectionsâ",1,1
"12453","atholl",1,1
"12454","seapus",1,1
"12455","heigh",1,1
"12456","diverge",1,1
"12457","crimson",9,9
"12458","pink",1,1
"12459","outer",1,1
"12460","petals",1,1
"12461","crinum",1,1
"12462","amabile",1,1
"12463","green-houseplants.â",1,1
"12464","may.by",1,1
"12465","presenter",1,1
"12466","deputy.on",1,1
"12467","kendal",1,1
"12468","preacher",1,1
"12469","mungo",1,1
"12470","orr",1,1
"12471","sea.â",1,1
"12472","palmyra",2,2
"12473","bulwark",1,1
"12474","dismantled",1,1
"12475","towed",1,1
"12476","re-sailing",1,1
"12477","rae",1,1
"12478","colonisation",1,1
"12479","lloyds",1,1
"12480","dublin.â",1,1
"12481","monitor",1,1
"12482","rotunda",1,1
"12483","speakers",3,3
"12484","applauses",1,1
"12485","identified",1,1
"12486","superb",2,2
"12487","shannon",1,1
"12488","adamson",2,2
"12489","shot.â",1,1
"12490","deliverate",1,1
"12491","palce",1,1
"12492","pocked",1,1
"12493","pistol",1,1
"12494","assailant",1,1
"12495","behaving",1,1
"12496","intrusting",1,1
"12497","recorded.â",1,1
"12498","ibid",1,1
"12499","zealandâ",3,3
"12500","accompanies",2,2
"12501","officiate",0,0
"12502","clude",1,1
"12503","strictest",1,1
"12504","passengers.â",1,1
"12505","poetrythe",1,1
"12506","woodland",13,1
"12507","nicoll.the",1,1
"12508","wilt",1,1
"12509","squirrel",1,1
"12510","perchen",1,1
"12511","oaken",1,1
"12512","treeâ",1,1
"12513","fern",1,1
"12514","doth",2,1
"12515","headâ",2,2
"12516","dew",1,1
"12517","laidâ",1,1
"12518","wander",3,1
"12519","kiss",1,1
"12520","leaflets",1,1
"12521","peeps",1,1
"12522","nooks",1,1
"12523","dun",1,1
"12524","roam",1,1
"12525","song-birds",1,1
"12526","turf",2,2
"12527","shorn",8,8
"12528","fairy",2,1
"12529","feetâ",1,1
"12530","daylight",1,1
"12531","dim",1,1
"12532","cushat's",1,1
"12533","coo",1,1
"12534","hermit's",1,1
"12535","hymn",1,1
"12536","care-worn",1,1
"12537","self-beguiled",1,1
"12538","woes",2,2
"12539","hazels",1,1
"12540","ladye-broom",1,1
"12541","throwâ",1,1
"12542","god-built",1,1
"12543","patches",1,1
"12544","aye",2,1
"12545","gladden",1,1
"12546","nature's",1,1
"12547","streamâ",1,1
"12548","prattling",1,1
"12549","wanders",1,1
"12550","thy",2,1
"12551","woodlands",1,1
"12552","parth",1,1
"12553","woo",1,1
"12554","cup",1,1
"12555","omnipotence",1,1
"12556","scents",1,1
"12557","bowers",2,1
"12558","woodlan",2,1
"12559","dreamed",2,2
"12560","beauteous",1,1
"12561","allâ",1,1
"12562","tis",2,1
"12563","linnet's",1,1
"12564","fairies",1,1
"12565","wondrous",1,1
"12566","hermitage",1,1
"12567","reared",1,1
"12568","wold",1,1
"12569","crystal",1,1
"12570","springlet",1,1
"12571","pilgrim",1,1
"12572","stories",1,1
"12573","sunlight",2,1
"12574","olden",1,1
"12575","gloriesâ",1,1
"12576","hood",1,1
"12577","bowmen",1,1
"12578","raids",1,1
"12579","tales",1,1
"12580","prime",1,1
"12581","forever",1,1
"12582","piled",1,1
"12583","grassy",1,1
"12584","glades",1,1
"12585","wild!â",1,1
"12586","haste.â",1,1
"12587","haste",1,1
"12588","gladness",2,1
"12589","gushing",1,1
"12590","gleam",1,1
"12591","paths",1,1
"12592","pluck",1,1
"12593","warns",1,1
"12594","tail's",1,1
"12595","magazinesong",1,1
"12596","steer",2,1
"12597","helmsman",1,1
"12598","stars",1,1
"12599","lineâ",1,1
"12600","realmâ",1,1
"12601","dayâ",1,1
"12602","england's",1,1
"12603","shine",2,2
"12604","cheer",10,1
"12605","we'll",5,1
"12606","we've",2,1
"12607","smiling",2,1
"12608","importune",1,1
"12609","sow",1,1
"12610","plenty's",1,1
"12611","seeds",1,1
"12612","prune",1,1
"12613","chorusâ",3,1
"12614","uncheered",1,1
"12615","seclusion's",1,1
"12616","wildest",1,1
"12617","lowing",1,1
"12618","tinkling",1,1
"12619","folds",1,1
"12620","rubies",1,1
"12621","blush",1,1
"12622","vineyards",1,1
"12623","girt",2,2
"12624","gush",1,1
"12625","amalthea's",1,1
"12626","britannia's",1,1
"12627","veins",1,1
"12628","girdle",1,1
"12629","ariel's",1,1
"12630","magic",1,1
"12631","leiththursday",1,1
"12632","indus",2,1
"12633","broadfoot",1,1
"12634","professions",1,1
"12635","australia.on",1,1
"12636","deck",2,2
"12637","steam-ship",1,1
"12638","thighbone",1,1
"12639","bruised",1,1
"12640","dispensary",1,1
"12641","injuries",1,1
"12642","convener",1,1
"12643","dissensions",1,1
"12644","recomitted",1,1
"12645","destitution.â",1,1
"12646","sick-bed",1,1
"12647","temporarily",1,1
"12648","crippled",1,1
"12649","sympathies",1,1
"12650","relive",1,1
"12651","thankfully",1,1
"12652","cunninham",1,1
"12653","tolbooth-wynd",1,1
"12654","guildhall",1,1
"12655","requisition",2,2
"12656","preserving",2,2
"12657","abandonment",1,1
"12658","longestablished",1,1
"12659","endangered",1,1
"12660","pretensions",1,1
"12661","threatens",1,1
"12662","extermination",1,1
"12663","independency",1,1
"12664","hustings",1,1
"12665","accordance",1,1
"12666","hawes",1,1
"12667","devon",2,2
"12668","peers",1,1
"12669","ashburton",3,2
"12670","eliot",1,1
"12671","lambton",1,1
"12672","nicholson",4,4
"12673","statesmanlike",1,1
"12674","approval",1,1
"12675","perpetuating",1,1
"12676","weavers.â",1,1
"12677","russell",7,4
"12678","transporting",2,2
"12679","enriched",1,1
"12680","refuses",1,1
"12681","literaturenarrative",1,1
"12682","whaling",2,1
"12683","debell",1,1
"12684","f.r.g.s",1,1
"12685","vols",1,1
"12686","bentley.we",1,1
"12687","volumes",2,1
"12688","scoresby's",1,1
"12689","volume",1,1
"12690","anatomy",1,1
"12691","sperm",3,1
"12692","untouched",1,1
"12693","dwindles",1,1
"12694","secondary",1,1
"12695","prominence",1,1
"12696","chapters",1,1
"12697","material.in",1,1
"12698","sketches",2,1
"12699","graphic",1,1
"12700","primitive",1,1
"12701","simplicity",1,1
"12702","congregagation",1,1
"12703","raiatea",1,1
"12704","shirt",1,1
"12705","surmounting",1,1
"12706","maro",1,1
"12707","attire",1,1
"12708","coat",1,1
"12709","neckerchief",1,1
"12710","shirt!we",1,1
"12711","noted",2,1
"12712","purveyors",1,1
"12713","temperance",1,1
"12714","predicament.another",1,1
"12715","strikingâ",1,1
"12716","bon",1,1
"12717","vivants",1,1
"12718","civilzed",1,1
"12719","islanders",2,2
"12720","refined",1,1
"12721","civilised",1,1
"12722","highlanders",1,1
"12723","highlander",1,1
"12724","paten",1,1
"12725","cake",1,1
"12726","fellow-feeling",1,1
"12727","civic",1,1
"12728","dignitary",1,1
"12729","say.mr",1,1
"12730","bennett's",1,1
"12731","fault",1,1
"12732","phraseology.we",1,1
"12733","task.some",1,1
"12734","reluctant",1,1
"12735","tail",3,3
"12736","jaws",2,1
"12737","rushing",2,2
"12738","teeth",9,9
"12739","biting",1,1
"12740","wreck",2,1
"12741","fragments",1,1
"12742","swings",1,1
"12743","jaw",2,1
"12744","moments",11,11
"12745","attitude",1,1
"12746","rolling",1,1
"12747","harmlessly",1,1
"12748","expanded",1,1
"12749","demonstrations",1,1
"12750","flukes",1,1
"12751","boat's",1,1
"12752","swimming",2,2
"12753","clinging",1,1
"12754","passed.in",1,1
"12755","pusie",1,1
"12756","withstood",1,1
"12757","lances",1,1
"12758","hurled",1,1
"12759","bows",1,1
"12760","lacerated",1,1
"12761","animal's",1,1
"12762","jaw.a",1,1
"12763","tragical",1,1
"12764","ferocity",1,1
"12765","south-seaman",1,1
"12766","pollard",1,1
"12767","harpooned",1,1
"12768","equip",1,1
"12769","unserviceable",1,1
"12770","masthead",1,1
"12771","cachalot",1,1
"12772","guardian",1,1
"12773","approached",9,9
"12774","enraged",1,1
"12775","starboard",1,1
"12776","bow",2,1
"12777","barely",0,0
"12778","sink",2,2
"12779","equator",1,1
"12780","marquesan",1,1
"12781","inhospitable",1,1
"12782","race",5,4
"12783","privations.a",1,1
"12784","cachalots",1,1
"12785","tom",1,1
"12786","conspicuously",1,1
"12787","hump",1,1
"12788","gear",1,1
"12789","cimilar",1,1
"12790","celebrity",1,1
"12791","timor",1,1
"12792","invincible",1,1
"12793","whaler",1,1
"12794","forewarned",1,1
"12795","combative",1,1
"12796","floating",1,1
"12797","ruse",1,1
"12798","nipped",1,1
"12799","twenty-three",1,1
"12800","berth",2,1
"12801","lan[?]ceston",1,1
"12802","port-philip",4,3
"12803","missionary.â",1,1
"12804","lamented",1,1
"12805","subscriptions",2,2
"12806","chartists",5,1
"12807","again.(from",1,1
"12808","argus.)on",1,1
"12809","memorializing",1,1
"12810","mustered",1,1
"12811","obstruction",1,1
"12812","resolution.â",1,1
"12813","chartist",3,1
"12814","spouter",1,1
"12815","purposeâ",1,1
"12816","operatives",1,1
"12817","repeatedly",1,1
"12818","convened",1,1
"12819","hissing",1,1
"12820","yelling",1,1
"12821","jack",1,1
"12822","woefully",1,1
"12823","impudence",1,1
"12824","discuss",1,1
"12825","gravely",2,2
"12826","indignantly",1,1
"12827","averred",1,1
"12828","incur",1,1
"12829","swallowed",1,1
"12830","cannibals",9,9
"12831","sagely",1,1
"12832","wicked",2,2
"12833","uselessâ",1,1
"12834","childish",1,1
"12835","spouters",1,1
"12836","knocking",2,2
"12837","fraught",1,1
"12838","onlyâ",1,1
"12839","queenâ",1,1
"12840","stretch",1,1
"12841","obstructive",1,1
"12842","powerâ",1,1
"12843","financial",1,1
"12844","manifestly",1,1
"12845","meantime",2,2
"12846","over-due",1,1
"12847","stanley",1,1
"12848","henceforth",1,1
"12849","walesmr",1,1
"12850","demnation",1,1
"12851","antecedently",1,1
"12852","murmur",1,1
"12853","averaged",1,1
"12854","assignment",2,1
"12855","maintaing",1,1
"12856","strictness",1,1
"12857","valid",1,1
"12858","exaction",1,1
"12859","oclony",1,1
"12860","impact",1,1
"12861","checking",1,1
"12862","abstracted",1,1
"12863","pressingly",1,1
"12864","intersts",1,1
"12865","cite",1,1
"12866","quorum",1,1
"12867","wales.we",1,1
"12868","cuncil",1,1
"12869","immigration",1,1
"12870","showing",1,1
"12871","immigrant",1,1
"12872","renumerating",1,1
"12873","employment.resolved",1,1
"12874","proving",1,1
"12875","able-bodied",1,1
"12876","dearth",1,1
"12877","arise.resolved",1,1
"12878","progressively",1,1
"12879","latterâ",1,1
"12880","period.resolved",1,1
"12881","adjourning",1,1
"12882","colonyâ",1,1
"12883","tyne",3,1
"12884","deptford",1,1
"12885","swainson",2,2
"12886","sations",1,1
"12887","patent",1,1
"12888","depotâ",1,1
"12889","rupert",1,1
"12890","companya",1,1
"12891","blackwall",1,1
"12892","improvers",1,1
"12893","bid",2,2
"12894","arrangeents",1,1
"12895","sumptuous",1,1
"12896","jos",1,1
"12897","somes",1,1
"12898","cottenham",1,1
"12899","sandon",1,1
"12900","marcus",1,1
"12901","clements",1,1
"12902","ebrington",1,1
"12903","maxwell",1,1
"12904","gowen",1,1
"12905","hinds",1,1
"12906","boulcott",1,1
"12907","hine",1,1
"12908","harland",1,1
"12909","doxatt",1,1
"12910","pennington",1,1
"12911","lean",1,1
"12912","jordan",1,1
"12913","dudley",1,1
"12914","costello",1,1
"12915","brees",1,1
"12916","r.n.&c",1,1
"12917","colonizing",1,1
"12918","first-rate",1,1
"12919","tuesday's",1,1
"12920","gazette)colonial",1,1
"12921","park",2,2
"12922","westminster",1,1
"12923","claimed",1,1
"12924","purpose.â",1,1
"12925","gliddon",1,1
"12926","assis.-sec",1,1
"12927","letter.)â",1,1
"12928","f.r.s",1,1
"12929","hobson",1,1
"12930","auckland",1,1
"12931","katherine",1,1
"12932","data",1,1
"12933","sources:â",1,1
"12934","diem",1,1
"12935","tailors.â",1,1
"12936","tailors",1,1
"12937","slopmakers",1,1
"12938","emigration.a",1,1
"12939","scale:â",1,1
"12940","startling",1,1
"12941","kingom",1,1
"12942","swell",3,3
"12943","census.the",1,1
"12944","was:â",1,1
"12945","royal.â",1,1
"12946","pantomine",1,1
"12947","performances.music",1,1
"12948","hall.â",1,1
"12949","pwers",1,1
"12950","cultivators",1,1
"12951","realisd",1,1
"12952","coincidence",2,1
"12953","to.martin's",1,1
"12954","paintings.â",1,1
"12955","exhibition",10,9
"12956","paintings",2,1
"12957","creations",1,1
"12958","engravings",1,1
"12959","faint",1,1
"12960","contemplating",1,1
"12961","deluge",1,1
"12962","overlook",2,2
"12963","perishing",1,1
"12964","exquisitely",1,1
"12965","wrought",1,1
"12966","terrific",1,1
"12967","picturesâ",1,1
"12968","pandemonium",1,1
"12969","bliss",1,1
"12970","indicative",1,1
"12971","poetic",1,1
"12972","artist",1,1
"12973","pictures",1,1
"12974","heavenly",1,1
"12975","serenity",1,1
"12976","loveliness",1,1
"12977","rests",1,1
"12978","delight",1,1
"12979","rembrandt",1,1
"12980","preservation.gordon's",1,1
"12981","diorama.â",1,1
"12982","gordon's",1,1
"12983","tower",1,1
"12984","views.broughton-place",1,1
"12985","congregation.â",1,1
"12986","croon",1,1
"12987","sanquhar",1,1
"12988","colleague",1,1
"12989","alleges",1,1
"12990","broughton-place",1,1
"12991","regret.cooke's",1,1
"12992","equestrian",1,1
"12993","leith.â",1,1
"12994","evening's",1,1
"12995","magistrates.captain",1,1
"12996","discoveries.â",1,1
"12997","despatches",1,1
"12998","athenean",1,1
"12999","victoria",3,1
"13000","border",1,1
"13001","breadth",1,1
"13002","inaccessible",1,1
"13003","icebergs",1,1
"13004","parallel",2,2
"13005","pack",1,1
"13006","lofy",1,1
"13007","peaks",1,1
"13008","eternal",1,1
"13009","glaciers",1,1
"13010","summits",1,1
"13011","cliffs",3,1
"13012","mainland",1,1
"13013","volcanic",1,1
"13014","rocks",1,1
"13015","volcano",1,1
"13016","emitting",1,1
"13017","smoke",1,1
"13018","erebus",1,1
"13019","extinct",1,1
"13020","barred",1,1
"13021","elevation",1,1
"13022","thereabout",1,1
"13023","dip",1,1
"13024","declination",1,1
"13025","pole",3,1
"13026","affirmed",1,1
"13027","weddel",1,1
"13028","non-intrusion",3,1
"13029","disclosures.â",1,1
"13030","newliston",1,1
"13031","kirknewton",1,1
"13032","disclaiming",1,1
"13033","assembly's",1,1
"13034","committee.sabbath",1,1
"13035","observanceâ",1,1
"13036","sweetie",2,1
"13037","lax",1,1
"13038","unluckily",1,1
"13039","specimens",1,1
"13040","excommunicated",1,1
"13041","burying",1,1
"13042","figure",1,1
"13043","officer's",1,1
"13044","guess",1,1
"13045","reconciling",1,1
"13046","germans",1,1
"13047","stricter",1,1
"13048","butters",1,1
"13049","exploits",1,1
"13050","teutonic",1,1
"13051","uttermost",1,1
"13052","infinite",2,2
"13053","amusement",1,1
"13054","swabian",1,1
"13055","saxon",1,1
"13056","miners",1,1
"13057","riesengeberge",1,1
"13058","key's",1,1
"13059","celebrity.airdrieâ",1,1
"13060","anti-corn-law",1,1
"13061","conference.â",1,1
"13062","secession",2,1
"13063","airdrie",3,1
"13064","compliance",1,1
"13065","m'gavin",2,1
"13066","waddell",1,1
"13067","forrester",1,1
"13068","burgh",2,1
"13069","nimmo",1,1
"13070","bookseller",1,1
"13071","baptist",1,1
"13072","occasion.kirkcudbrightâ",1,1
"13073","dean",2,1
"13074","facultyâ",1,1
"13075","procurators",1,1
"13076","faculty",1,1
"13077","retirement",1,1
"13078","kirkcudbright.distress",1,1
"13079","paisley.â",3,1
"13080","bookbinders",1,1
"13081","melange",1,1
"13082","paisley.musselburgh.â",1,1
"13083","committeesm",1,1
"13084","contributors",1,1
"13085","neighbourhood.presbytery",1,1
"13086","dalkeithâ",1,1
"13087","monroe.â",1,1
"13088","monroe",3,1
"13089","fala",4,1
"13090","presentation",5,1
"13091","thereton",1,1
"13092","soutra",1,1
"13093","acceptance",1,1
"13094","presbyterial",1,1
"13095","documents.splendid",1,1
"13096","meteor.â",1,1
"13097","meteor",3,1
"13098","unusal",1,1
"13099","moon",2,1
"13100","brightly",1,1
"13101","dazzling",2,1
"13102","blaze",2,1
"13103","illuminating",1,1
"13104","benlomond",1,1
"13105","curse",1,1
"13106","craigforth",1,1
"13107","phenomenon",1,1
"13108","oblong",1,1
"13109","silvery",1,1
"13110","luminary",1,1
"13111","flaming",1,1
"13112","dazzle",1,1
"13113","streamed",1,1
"13114","spendour",1,1
"13115","disappeared",3,2
"13116","enveloping",1,1
"13117","vivid",1,1
"13118","inclining",1,1
"13119","gargunnock",1,1
"13120","quartr",1,1
"13121","stirly",1,1
"13122","journal.glasgow.â",1,1
"13123","macfarlane's",0,0
"13124","praiseworthy",1,1
"13125","erelong",1,1
"13126","possession.the",1,1
"13127","decreased",1,1
"13128","kilbarchan",1,1
"13129","dependants",2,1
"13130","advertiser.the",1,1
"13131","webs",2,1
"13132","busy",1,1
"13133","warped",1,1
"13134","warpers",1,1
"13135","winders",1,1
"13136","heddle-casters",1,1
"13137","implement",1,1
"13138","trenched",1,1
"13139","ibid.ducal",1,1
"13140","generosity.â",1,1
"13141","albert",1,1
"13142","woman's",2,1
"13143","liberation",1,1
"13144","family.â",1,1
"13145","reformers",2,1
"13146","gazette.presentation.â",1,1
"13147","vestry",1,1
"13148","pulpit",1,1
"13149","gown",1,1
"13150","cassock",1,1
"13151","witherspoon's",1,1
"13152","innâ",1,1
"13153","coltness",1,1
"13154","clarkson",1,1
"13155","croupierâ",1,1
"13156","intellectual",1,1
"13157","manner.a",1,1
"13158","rescue.â",1,1
"13159","riding",2,2
"13160","belabouring",1,1
"13161","unmerciful",1,1
"13162","dismounted",2,1
"13163","knocked",1,1
"13164","rejoicing",1,1
"13165","recollect",1,1
"13166","intrepidityâ",1,1
"13167","council.â",1,1
"13168","christmas",2,2
"13169","holidays.house",1,1
